Iteration,Energy,Loss Function
0,0.09766125551837064,0.0970471014143731
1,0.10327537552570207,0.08528755493229342
2,0.07793042599077737,0.0734129947626921
3,0.06313483577724331,0.06101878001715572
4,0.036153063649141434,0.03412492366597357
5,0.008306995992079489,0.006439295625940862
6,0.0031645764457521263,-5.472547284618377e-05
7,0.0021642793171015844,-0.002503657472988547
8,0.0008765296419542528,-0.0038446479382764284
9,0.00036456347698681223,-0.004481119362144927
10,0.00015394576504684188,-0.004837326931885899
11,0.00015394576504684188,-0.004927055668679131
12,0.0001412040694940523,-0.004968523801509136
13,0.0001412040694940523,-0.005019679361851007
14,0.0001412040694940523,-0.00504404678719124
15,0.0001412040694940523,-0.005047246815772737
16,0.0001412040694940523,-0.00504989305683842
17,0.0001412040694940523,-0.005051283136239254
18,0.0001412040694940523,-0.00505237595419376
19,0.0001412040694940523,-0.005053279761881401
20,0.0001412040694940523,-0.0050539375867360604
21,0.0001412040694940523,-0.005054309240179668
22,0.0001412040694940523,-0.005054535070010293
23,0.0001412040694940523,-0.005054842012401909
24,0.0001412040694940523,-0.005055285931330932
25,0.0001412040694940523,-0.005055602998652452
26,0.0001412040694940523,-0.005055760845396259
27,0.0001412040694940523,-0.005055817520124993
28,0.0001412040694940523,-0.005055829450662158
29,0.0001412040694940523,-0.005055835101982834
30,0.0001412040694940523,-0.005055845241166943
31,0.0001412040694940523,-0.005055863689732098
32,0.0001412040694940523,-0.005055896604569938
33,0.0001412040694940523,-0.005055951536112939
34,0.0001412040694940523,-0.005056026828661325
35,0.0001412040694940523,-0.005056062284237142
36,0.0001412040694940523,-0.005056097080799454
37,0.0001412040694940523,-0.005056128821189288
38,0.0001412040694940523,-0.005056145656817561
39,0.0001412040694940523,-0.005056150193733124
40,0.0001412040694940523,-0.005056152908614754
41,0.0001412040694940523,-0.005056157663120225
42,0.0001412040694940523,-0.005056165986999576
43,0.0001412040694940523,-0.0050561797253930825
44,0.0001412040694940523,-0.005056196829309534
45,0.0001412040694940523,-0.00505620201443683
46,0.0001412040694940523,-0.0050562045329267955
47,0.0001412040694940523,-0.00505620628544085
48,0.0001412040694940523,-0.005056207360021193
49,0.0001412040694940523,-0.005056208687425023
50,0.0001412040694940523,-0.005056210802653364
51,0.0001412040694940523,-0.005056214255320645
52,0.0001412040694940523,-0.005056219922966587
53,0.0001412040694940523,-0.005056228916144257
54,0.0001412040694940523,-0.005056240703681331
55,0.0001412040694940523,-0.005056252555914405
