Iteration,Energy,Loss Function,Bias
0,0.3715789858355675,0.3745875460985756,0.0
1,0.08333102691226368,0.06963234144966675,0.29372098462405494
2,0.014285909173795597,0.03559173011248793,0.8393596168240847
3,0.0008634742978447075,0.004941148722906835,0.9902183804538662
4,0.00027020480554052964,0.003536561703430765,1.0239677622254424
5,0.0003169018370016392,0.0023498649820101547,1.0644472041013515
6,0.0003403387750908913,0.0017344469540083863,1.116994050145251
7,0.0003403387750908913,0.001548704764569221,1.1450516843057228
8,0.0003403387750908913,0.001414413450721009,1.1717202482255762
9,0.0003403387750908913,0.0013254106971984005,1.1930435451903505
10,0.0003403387750908913,0.0012676862718369207,1.2091927268687688
11,0.0003403387750908913,0.0012386668459233902,1.2191128919225116
12,0.0003403387750908913,0.0012192630021640738,1.2269540040270548
13,0.0003403387750908913,0.0011879459684102781,1.242563477256186
14,0.0003403387750908913,0.001140454314123955,1.2759834181194292
15,0.0003403387750908913,0.00109871913117616,1.3254830293389372
16,0.0003403387750908913,0.0010681389547688197,1.3670817255318535
17,0.0003403387750908913,0.001021046355628915,1.4297380408644633
18,0.0003403387750908913,0.00097228967056315,1.5013131361918537
19,0.0003403387750908913,0.0009352718909155665,1.542778174719872
20,0.0003403387750908913,0.0008964072289042902,1.592223678965291
21,0.0003403387750908913,0.000870571837073419,1.6333661160446984
22,0.0003169018370016392,0.0008435550921354967,1.66760112151029
23,0.0003169018370016392,0.0008176646772909441,1.6800213429621684
24,0.0003169018370016392,0.0008026171394422912,1.6842172929647339
25,0.0003169018370016392,0.0007940251582855271,1.6962558211207401
26,0.0003169018370016392,0.0007814526387050118,1.7228703574103446
27,0.0003169018370016392,0.0007695020825943179,1.7641516048523158
28,0.0003169018370016392,0.0007562586747702244,1.8121167726292338
29,0.0003169018370016392,0.0007448152633942721,1.8465089086280229
30,0.0003169018370016392,0.000735134785124224,1.857383750571492
31,0.0003169018370016392,0.0007302843818992493,1.864370177368347
32,0.0003169018370016392,0.0007268027196061253,1.8695061220998048
33,0.0003169018370016392,0.0007216398323856526,1.8809211783234425
34,0.0003169018370016392,0.0007165129049294148,1.8952279663811509
35,0.0003169018370016392,0.000711896726022429,1.9137725984363347
36,0.0003169018370016392,0.000708669043512446,1.930004117379638
37,0.0003169018370016392,0.0007072350386038083,1.9368945485548827
